782,0,0.078125,0.21875,0.140625,0,0,0.359375,0.984375,0.9375,0.984375,0.703125,0.0535714,0.828125,0.59375,0.015625,0.109375,0.90625,0.553571,1,0.25,0,0,0.59375,0.714286,1,0.25,0,0,0.5625,0.732143,1,0.28125,0,0,0.625,0.857143,1,0.375,0,0,0.578125,0.857143,1,0.375,0,0,0.609375,0.857143,1,0.375,0,0,0.515625,0.857143,0.84375,0.625,0.296875,1,0.953125,0.732143,0.3125,0.984375,0.84375,1,1,0.357143,0,0.375,0.96875,1,1,0.714286
783,0.265625,0.375,0.375,0.359375,0.0625,0,0.75,1,1,1,0.921875,0.232143,0.75,0.5625,0,0.0625,0.78125,0.892857,0.75,0.5,0,0,0.40625,1,0.75,0.5,0,0,0.375,1,0.75,0.609375,0,0,0.375,1,0.75,0.578125,0,0,0.375,1,0.75,0.578125,0,0,0.375,1,0.75,0.625,0,0,0.375,1,0.75,0.625,0,0,0.5,0.982143,0.75,0.828125,0.5,0.5625,0.96875,0.625,0.75,1,1,1,0.90625,0.0357143
784,0.765625,0.875,0.828125,0.71875,0.171875,0,0.921875,0.640625,0.5,0.703125,0.921875,0.107143,0.96875,0.28125,0,0.015625,0.859375,0.482143,0.953125,0.359375,0,0,0.75,0.571429,0.90625,0.359375,0,0,0.75,0.571429,0.90625,0.375,0,0,0.75,0.642857,0.890625,0.375,0,0,0.71875,0.625,0.890625,0.375,0,0,0.75,0.571429,0.875,0.296875,0,0,0.75,0.571429,0.875,0.359375,0,0.15625,0.9375,0.339286,0.875,0.96875,0.734375,0.984375,0.671875,0.0178571,0.40625,0.5,0.5,0.4375,0,0
785,0.796875,0.875,0.875,0.84375,0.484375,0.0357143,0.875,0.6875,0.375,0.515625,0.984375,0.446429,0.875,0.453125,0,0,0.609375,0.821429,0.875,0.5,0,0,0.5,0.857143,0.875,0.5,0,0,0.5,0.857143,0.875,0.5,0,0,0.5,0.857143,0.875,0.5,0,0,0.5,0.857143,0.875,0.5,0,0,0.5,0.857143,0.859375,0.5,0,0,0.5,0.857143,0.875,0.5,0,0,0.71875,0.785714,0.875,0.890625,0.703125,0.796875,0.984375,0.285714,0.875,1,1,1,0.4375,0
786,0.796875,0.875,0.875,0.796875,0.359375,0,1,0.703125,0.484375,0.609375,1,0.303571,0.921875,0.375,0,0,0.78125,0.696429,0.875,0.375,0,0,0.625,0.839286,0.875,0.4375,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0.046875,0.828125,0.767857,0.875,0.9375,0.84375,0.9375,0.953125,0.232143,0.8125,1,1,0.9375,0.28125,0
787,1,0.859375,0.921875,0.96875,0.5625,0.0178571,1,0.609375,0.25,0.40625,0.9375,0.303571,1,0.25,0,0,0.53125,0.642857,1,0.234375,0,0,0.5,0.696429,1,0.125,0,0,0.46875,0.732143,0.96875,0.125,0,0,0.5,0.732143,1,0.03125,0,0,0.5,0.714286,1,0,0,0,0.5,0.714286,1,0,0,0,0.578125,0.678571,0.921875,0,0,0.109375,0.875,0.339286,1,0.75,0.859375,0.96875,0.609375,0,0.96875,0.8125,0.9375,0.40625,0,0
788,0.125,0.515625,0.515625,0.5,0.46875,0.0892857,0.265625,1,0.890625,0.875,1,0.892857,0.375,1,0.0625,0,0.34375,1,0.375,1,0,0,0,1,0.375,1,0,0,0,1,0.421875,1,0,0,0.09375,1,0.5,0.890625,0,0,0.109375,1,0.5,0.875,0,0,0.125,1,0.546875,0.78125,0,0,0.140625,1,0.625,0.71875,0,0,0.421875,1,0.625,0.9375,0.75,0.796875,1,0.553571,0.46875,0.75,0.96875,0.875,0.375,0
789,0.328125,0.75,0.75,0.75,0.546875,0.0535714,0.515625,0.953125,0.625,0.671875,0.96875,0.803571,0.625,0.875,0,0.25,0.40625,1,0.625,0.875,0,0,0.3125,1,0.75,0.875,0,0.34375,0.609375,1,0.65625,0.875,0,0.390625,0.9375,1,0.625,0.875,0,0.03125,0.53125,1,0.75,0.875,0,0,0.375,1,0.75,0.75,0,0,0.453125,1,0.75,0.78125,0.125,0.265625,0.921875,0.964286,0.75,1,1,1,0.96875,0.321429,0.4375,0.75,0.75,0.6875,0.1875,0
790,0.046875,0.65625,0.96875,0.953125,0.71875,0.0535714,0.59375,0.96875,0.46875,0.4375,0.953125,0.625,0.875,0.671875,0,0,0.59375,1,0.875,0.625,0,0,0.5,1,0.875,0.625,0,0,0.5,1,0.875,0.703125,0,0,0.5,1,0.875,0.625,0,0,0.484375,1,0.875,0.625,0,0,0.5,1,0.8125,0.625,0.234375,0.375,0.421875,1,0.640625,0.9375,0.359375,0.96875,1,0.964286,0.09375,0.875,1,1,1,0.660714,0,0.125,0.71875,0.875,0.9375,0.964286
791,0.125,0.71875,0.984375,0.953125,0.5625,0.0178571,0.734375,0.921875,0.453125,0.609375,1,0.464286,0.96875,0.4375,0,0,0.765625,0.821429,1,0.375,0,0,0.65625,0.857143,1,0.390625,0,0,0.6875,0.928571,1,0.375,0,0,0.6875,0.964286,1,0.375,0,0,0.640625,1,1,0.375,0,0,0.625,0.964286,1,0.375,0.421875,0.390625,0.625,1,0.921875,0.734375,0.421875,1,1,0.857143,0.390625,1,0.953125,1,1,0.392857,0,0.46875,1,1,1,0.5
792,0,0.46875,0.9375,0.9375,0.671875,0.267857,0.328125,1,0.65625,0.40625,0.875,0.910714,0.59375,0.9375,0.015625,0,0.359375,1,0.625,0.875,0,0,0.25,1,0.625,0.875,0,0,0.28125,1,0.671875,0.90625,0,0,0.3125,1,0.671875,0.875,0,0,0.328125,1,0.671875,0.8125,0,0,0.296875,1,0.6875,0.796875,0.234375,0.5,0.515625,1,0.46875,1,0.453125,0.953125,1,0.964286,0.03125,0.75,1,1,1,0.714286,0,0.03125,0.53125,0.65625,0.75,0.821429
793,0.046875,0.671875,1,1,0.796875,0.0892857,0.546875,0.984375,0.5,0.484375,0.953125,0.767857,0.84375,0.65625,0,0,0.578125,1,0.9375,0.59375,0,0,0.5,1,1,0.625,0,0,0.609375,1,1,0.5625,0,0,0.625,1,1,0.5,0,0,0.59375,1,1,0.5,0,0,0.625,1,1,0.5,0.5,0.546875,0.65625,1,0.875,0.8125,0.453125,1,1,0.821429,0.296875,0.96875,1,1,1,0.357143,0,0.28125,0.90625,0.90625,1,0.642857
794,0,0.328125,0.765625,0.921875,0.578125,0,0.265625,0.84375,0.28125,0.265625,0.828125,0.285714,0.640625,0.296875,0,0,0.296875,0.732143,0.75,0.171875,0,0,0.25,0.803571,0.703125,0.234375,0,0,0.25,0.857143,0.71875,0.171875,0,0,0.234375,0.821429,0.671875,0.125,0,0,0.171875,0.857143,0.625,0.125,0.28125,0.453125,0.140625,0.857143,0.734375,0.15625,0.015625,0.6875,0.453125,0.821429,0.453125,0.59375,0,0.375,1,0.535714,0.015625,0.5625,0.84375,0.859375,0.953125,0.339286,0,0,0.15625,0.09375,0.09375,0.142857
795,0.21875,0.90625,1,0.9375,0.375,0,0.828125,0.84375,0.328125,0.5,0.984375,0.214286,1,0.25,0,0,0.90625,0.553571,1,0.125,0,0,0.875,0.607143,0.9375,0.140625,0,0,0.875,0.714286,0.875,0.25,0,0,0.84375,0.714286,0.40625,0.40625,0,0,0.75,0.714286,0.46875,0.5,0,0,0.765625,0.714286,0.703125,0.5,0.28125,0.46875,0.8125,0.714286,0.59375,0.734375,0.09375,0.96875,1,0.517857,0.140625,0.890625,1,1,1,0.125,0,0.03125,0.59375,0.625,0.9375,0.464286
796,0,0.46875,0.90625,0.921875,0.5,0,0.34375,0.921875,0.28125,0.25,0.90625,0.428571,0.609375,0.546875,0,0,0.53125,0.714286,0.75,0.5,0,0,0.5,0.821429,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.40625,0,0,0.5,0.857143,0.734375,0.484375,0.140625,0.5625,0.5,0.821429,0.578125,0.703125,0.0625,0.8125,0.96875,0.642857,0.125,0.9375,0.953125,0.921875,1,0.232143,0,0.1875,0.90625,0.90625,0.9375,0.535714
797,0.015625,0.5,0.84375,0.859375,0.421875,0,0.46875,0.84375,0.203125,0.234375,0.921875,0.321429,0.765625,0.390625,0,0,0.625,0.571429,0.875,0.3125,0,0,0.625,0.660714,0.875,0.25,0,0,0.625,0.714286,0.875,0.25,0,0,0.625,0.714286,0.875,0.25,0,0,0.625,0.678571,0.890625,0.25,0,0,0.625,0.571429,0.890625,0.25,0.25,0.53125,0.765625,0.571429,0.796875,0.640625,0.078125,0.953125,1,0.357143,0.28125,0.96875,0.96875,1,0.953125,0.0892857,0,0.25,0.75,0.5625,0.875,0.321429
798,0,0.234375,0.578125,0.578125,0.1875,0,0.265625,0.953125,0.546875,0.5625,0.9375,0.196429,0.65625,0.515625,0,0,0.609375,0.660714,0.75,0.375,0,0,0.5,0.714286,0.75,0.375,0,0,0.5,0.714286,0.75,0.375,0,0,0.5,0.714286,0.75,0.375,0,0,0.5,0.714286,0.75,0.375,0,0,0.5,0.785714,0.75,0.375,0.125,0.421875,0.515625,0.821429,0.640625,0.65625,0.03125,0.859375,0.96875,0.625,0.15625,0.9375,0.90625,0.921875,1,0.232143,0,0.1875,0.84375,0.8125,0.90625,0.5
799,0.265625,0.34375,0.375,0.265625,0,0,1,0.90625,0.875,0.96875,0.6875,0,1,0.078125,0,0.140625,0.984375,0.25,1,0,0,0,0.875,0.428571,1,0,0,0,0.875,0.428571,1,0,0,0,0.875,0.428571,1,0,0,0,0.984375,0.428571,1,0,0,0,1,0.428571,1,0,0,0,1,0.410714,1,0,0,0.203125,1,0.25,1,0.84375,0.84375,0.96875,0.71875,0.0178571,0.75,0.75,0.75,0.625,0.03125,0
800,0.171875,0.21875,0.234375,0.09375,0,0,1,1,1,1,0.65625,0,1,0.140625,0,0.203125,0.953125,0.392857,1,0.109375,0,0,0.78125,0.571429,1,0.125,0,0,0.75,0.571429,1,0.078125,0,0,0.75,0.571429,1,0.015625,0,0,0.84375,0.571429,1,0,0,0,0.828125,0.571429,1,0,0,0,0.875,0.571429,1,0,0,0.234375,0.984375,0.428571,1,0.828125,0.796875,1,0.75,0.0357143,0.625,0.65625,0.75,0.40625,0,0
801,0.953125,0.890625,0.875,0.828125,0.3125,0,1,0.65625,0.390625,0.671875,1,0.285714,1,0.25,0,0,0.796875,0.660714,1,0.25,0,0,0.640625,0.714286,1,0.25,0,0,0.703125,0.714286,1,0.25,0,0,0.65625,0.714286,1,0.25,0,0,0.6875,0.714286,1,0.25,0,0,0.625,0.714286,1,0.25,0,0,0.671875,0.714286,1,0.25,0,0.046875,0.875,0.535714,1,0.828125,0.75,0.875,0.90625,0.125,1,1,1,0.9375,0.1875,0
802,0.765625,0.875,0.875,0.796875,0.359375,0,0.875,0.703125,0.5,0.609375,1,0.25,0.875,0.375,0,0,0.734375,0.625,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.696429,0.875,0.375,0,0,0.65625,0.714286,0.875,0.375,0,0,0.640625,0.714286,0.875,0.375,0,0,0.75,0.714286,0.875,0.375,0,0,0.671875,0.678571,0.875,0.375,0,0.078125,0.890625,0.482143,0.875,0.859375,0.75,0.921875,0.828125,0.0535714,0.875,1,1,0.8125,0.0625,0
803,0.875,1,1,0.984375,0.546875,0,0.875,0.53125,0.25,0.359375,0.953125,0.375,0.875,0.375,0,0,0.65625,0.660714,0.875,0.3125,0,0,0.625,0.714286,0.875,0.359375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.767857,0.875,0.375,0,0,0.625,0.714286,0.875,0.390625,0,0.078125,0.859375,0.625,0.875,0.953125,0.875,0.96875,0.890625,0.107143,0.75,0.9375,0.84375,0.71875,0.125,0
804,0.015625,0.484375,0.875,0.84375,0.46875,0,0.453125,1,0.609375,0.609375,1,0.446429,0.8125,0.65625,0,0,0.6875,0.821429,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0,0,0.625,0.857143,0.875,0.5,0.125,0.359375,0.65625,0.857143,0.765625,0.8125,0.125,0.90625,1,0.714286,0.203125,0.953125,0.96875,0.984375,1,0.303571,0,0.28125,0.9375,0.90625,0.9375,0.678571
805,0.90625,1,1,0.828125,0.265625,0,0.921875,0.625,0.328125,0.484375,1,0.428571,0.9375,0.375,0,0,0.703125,0.839286,0.984375,0.375,0,0,0.625,0.857143,1,0.375,0,0,0.625,0.857143,0.953125,0.375,0,0,0.625,0.857143,0.921875,0.375,0,0,0.6875,0.857143,0.875,0.375,0,0,0.640625,0.857143,0.984375,0.375,0,0,0.671875,0.857143,0.875,0.375,0,0.0625,0.90625,0.732143,1,0.890625,0.828125,0.953125,0.953125,0.232143,1,1,1,0.96875,0.3125,0
806,1,1,0.96875,0.546875,0.21875,0,1,0.390625,0.25,0.59375,0.9375,0.107143,1,0.125,0,0,0.921875,0.392857,1,0.125,0,0,0.765625,0.428571,1,0.171875,0,0,0.765625,0.464286,1,0.21875,0,0,0.75,0.553571,1,0.25,0,0,0.75,0.571429,1,0.25,0,0,0.75,0.571429,1,0.25,0,0,0.75,0.571429,1,0.265625,0,0.09375,0.921875,0.464286,1,0.921875,0.859375,0.953125,0.828125,0.0357143,0.96875,1,1,0.75,0.15625,0
807,0.859375,0.875,0.84375,0.640625,0.1875,0,1,0.671875,0.5,0.703125,0.96875,0.196429,1,0.3125,0,0,0.78125,0.625,1,0.375,0,0,0.625,0.714286,0.921875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.732143,0.875,0.375,0,0,0.625,0.839286,0.875,0.4375,0,0,0.625,0.857143,0.875,0.5,0,0,0.53125,0.857143,0.75,0.5,0,0,0.671875,0.75,0.75,0.890625,0.703125,0.8125,0.984375,0.303571,0.75,1,1,1,0.5,0
808,0.859375,0.875,0.875,0.796875,0.5625,0.0892857,1,0.671875,0.421875,0.65625,0.984375,0.285714,1,0.25,0,0,0.859375,0.678571,1,0.25,0,0,0.75,0.714286,1,0.25,0,0,0.75,0.625,1,0.25,0,0,0.75,0.571429,1,0.25,0,0,0.75,0.571429,1,0.25,0,0,0.75,0.571429,1,0.25,0,0,0.75,0.571429,1,0.25,0,0.0625,0.90625,0.5,1,0.765625,0.640625,0.890625,0.90625,0.0892857,1,1,1,0.96875,0.25,0
809,0.765625,0.859375,0.75,0.71875,0.3125,0,0.875,0.703125,0.5,0.640625,0.984375,0.267857,0.875,0.375,0,0,0.671875,0.696429,0.875,0.375,0,0,0.5,0.767857,0.875,0.359375,0,0,0.5,0.767857,0.875,0.375,0,0,0.5,0.732143,0.875,0.375,0,0,0.5,0.732143,0.875,0.375,0,0,0.5,0.839286,0.875,0.375,0,0,0.5,0.821429,0.8125,0.375,0,0.03125,0.78125,0.660714,0.875,0.890625,0.75,0.890625,0.90625,0.160714,0.84375,1,1,0.90625,0.1875,0
810,0.5625,0.75,0.75,0.640625,0.3125,0,0.75,0.828125,0.625,0.734375,1,0.535714,0.75,0.5,0,0,0.578125,0.964286,0.75,0.5,0,0,0.375,1,0.75,0.5,0,0,0.375,1,0.75,0.5,0,0,0.375,1,0.8125,0.5,0,0,0.375,1,0.859375,0.46875,0,0,0.375,1,0.875,0.4375,0,0,0.4375,1,0.875,0.375,0,0,0.65625,0.892857,0.96875,0.8125,0.625,0.734375,1,0.392857,1,1,1,1,0.625,0
811,0.625,1,1,1,0.859375,0.142857,0.625,0.859375,0.375,0.40625,0.890625,0.857143,0.625,0.65625,0,0,0.375,1,0.625,0.71875,0,0,0.25,1,0.625,0.65625,0,0,0.28125,1,0.625,0.625,0,0,0.25,1,0.625,0.625,0,0,0.25,1,0.625,0.625,0,0,0.25,1,0.625,0.625,0,0,0.25,1,0.625,0.625,0,0,0.5625,0.964286,0.625,0.921875,0.75,0.859375,1,0.446429,0.625,1,1,0.96875,0.53125,0.0357143
812,0.625,0.625,0.640625,0.484375,0.53125,0.125,1,0.6875,0.625,0.78125,0.78125,0.0357143,1,0.125,0,0.03125,0.921875,0.375,1,0.125,0,0,0.75,0.482143,1,0.171875,0,0,0.75,0.571429,0.96875,0.234375,0,0,0.75,0.571429,0.875,0.25,0,0,0.71875,0.571429,0.875,0.25,0,0,0.640625,0.571429,0.875,0.25,0,0,0.625,0.571429,0.875,0.265625,0,0.046875,0.875,0.446429,0.875,0.859375,0.75,0.9375,0.75,0.0178571,0.5625,0.75,0.75,0.53125,0.0625,0
813,0.75,1,1,1,0.796875,0.0535714,0.765625,0.578125,0.21875,0.3125,0.921875,0.5,0.765625,0.375,0,0,0.546875,0.732143,0.828125,0.375,0,0,0.5,0.714286,0.875,0.375,0,0,0.5625,0.732143,0.875,0.328125,0,0,0.59375,0.714286,0.875,0.359375,0,0,0.625,0.714286,0.875,0.3125,0,0,0.625,0.714286,0.875,0.28125,0,0,0.625,0.660714,0.875,0.265625,0,0.046875,0.859375,0.517857,0.890625,0.828125,0.75,0.90625,0.84375,0.0535714,0.84375,1,1,0.75,0.0625,0
814,0,0,0.015625,0.375,0.9375,0.982143,0,0.453125,0.625,0.421875,0.015625,0.75,0,0.75,1,1,0.21875,0.339286,0,0.75,1,1,0.328125,0.285714,0,0.75,1,1,0.34375,0.285714,0,0.75,1,1,0.3125,0.285714,0,0.75,1,1,0.296875,0.285714,0,0.75,1,1,0.328125,0.285714,0,0.75,1,1,0.375,0.285714,0,0.75,1,0.984375,0.140625,0.410714,0,0.171875,0.25,0.125,0.09375,0.857143,0,0,0,0.21875,0.90625,1
815,0.375,0.53125,0.578125,0.421875,0.359375,0.339286,0.75,0.890625,0.75,0.859375,0.859375,0.160714,0.75,0.5,0,0.015625,0.71875,0.714286,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.5,0.857143,0.75,0.5,0,0,0.4375,0.857143,0.734375,0.5,0,0,0.453125,0.857143,0.65625,0.5,0,0,0.390625,0.857143,0.625,0.5,0,0,0.59375,0.803571,0.625,0.84375,0.625,0.765625,0.984375,0.303571,0.625,1,1,1,0.46875,0
816,0.734375,0.75,0.75,0.578125,0.1875,0,1,0.765625,0.625,0.796875,0.953125,0.160714,1,0.25,0,0.015625,0.859375,0.625,1,0.28125,0,0,0.6875,0.696429,0.984375,0.28125,0,0,0.671875,0.714286,0.9375,0.296875,0,0,0.6875,0.714286,0.984375,0.265625,0,0,0.640625,0.714286,0.953125,0.296875,0,0,0.625,0.714286,0.90625,0.34375,0,0,0.625,0.714286,0.875,0.375,0,0.046875,0.859375,0.553571,0.875,0.859375,0.75,0.875,0.90625,0.107143,0.875,1,1,0.90625,0.15625,0
817,0.640625,0.875,0.859375,0.703125,0.3125,0,0.75,0.828125,0.625,0.6875,1,0.321429,0.75,0.5,0,0,0.71875,0.696429,0.75,0.5,0,0,0.625,0.857143,0.8125,0.5,0,0,0.625,0.785714,0.75,0.5,0,0,0.625,0.714286,0.875,0.5,0,0,0.625,0.714286,0.875,0.484375,0,0,0.625,0.714286,0.875,0.5,0,0,0.625,0.714286,0.875,0.40625,0,0.078125,0.859375,0.625,0.875,0.96875,1,1,0.90625,0.125,0.84375,1,1,0.84375,0.15625,0
818,1,1,1,0.890625,0.640625,0.0178571,1,0.5,0.25,0.453125,1,0.410714,1,0.25,0,0,0.78125,0.714286,1,0.3125,0,0,0.75,0.714286,1,0.375,0,0,0.75,0.714286,1,0.375,0,0,0.75,0.714286,1,0.375,0,0,0.75,0.714286,1,0.375,0,0,0.75,0.714286,1,0.375,0,0,0.75,0.714286,1,0.390625,0,0.15625,0.921875,0.571429,1,1,0.984375,1,0.84375,0.0892857,0.75,0.78125,0.90625,0.65625,0.09375,0
819,0.703125,0.75,0.75,0.640625,0.453125,0.482143,0.875,0.671875,0.5,0.65625,0.953125,0.160714,0.875,0.25,0,0,0.734375,0.553571,0.875,0.25,0,0,0.625,0.625,0.875,0.265625,0,0,0.5625,0.714286,0.875,0.375,0,0,0.546875,0.714286,0.875,0.375,0,0,0.59375,0.714286,0.875,0.375,0,0,0.59375,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.328125,0,0.015625,0.78125,0.571429,0.875,0.765625,0.625,0.84375,0.90625,0.107143,0.875,1,1,0.9375,0.1875,0
820,0,0.09375,0.375,0.359375,0.0625,0,0.203125,0.9375,0.84375,0.859375,0.890625,0.125,0.671875,0.6875,0,0.015625,0.78125,0.625,0.78125,0.421875,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0,0,0.625,0.714286,0.875,0.375,0.109375,0.203125,0.640625,0.714286,0.78125,0.5625,0.109375,0.953125,0.96875,0.571429,0.296875,0.984375,0.8125,0.984375,1,0.125,0,0.3125,0.9375,0.8125,0.96875,0.428571
821,0,0.46875,0.734375,0.703125,0.203125,0,0.46875,0.953125,0.5,0.640625,0.9375,0.125,0.8125,0.4375,0,0,0.828125,0.517857,0.875,0.328125,0,0,0.75,0.571429,0.875,0.28125,0,0,0.75,0.625,0.875,0.3125,0,0,0.75,0.696429,0.875,0.34375,0,0,0.734375,0.714286,0.875,0.375,0,0,0.65625,0.714286,0.875,0.375,0.09375,0.203125,0.625,0.714286,0.765625,0.5625,0.140625,0.9375,0.921875,0.571429,0.3125,1,0.71875,0.875,1,0.178571,0,0.5625,1,1,1,0.392857
822,0.890625,1,0.90625,0.75,0.265625,0,1,0.65625,0.59375,0.90625,0.96875,0.142857,1,0.25,0,0.1875,1,0.392857,1,0.25,0,0.015625,1,0.553571,1,0.25,0,0,1,0.571429,1,0.25,0,0,1,0.571429,1,0.25,0,0,1,0.571429,1,0.25,0,0,1,0.571429,1,0.25,0,0.015625,1,0.571429,1,0.328125,0,0.40625,1,0.535714,1,1,1,1,0.828125,0.0892857,1,1,1,0.65625,0.0625,0
823,0,0.28125,0.703125,0.671875,0.359375,0,0.28125,1,0.734375,0.640625,1,0.535714,0.703125,0.765625,0,0,0.5625,0.964286,0.796875,0.625,0,0,0.453125,1,0.796875,0.625,0,0,0.5,1,0.875,0.625,0,0,0.5,1,0.875,0.625,0,0,0.5,1,0.875,0.625,0,0,0.5,1,0.875,0.625,0.109375,0.25,0.609375,1,0.671875,0.875,0.40625,1,1,0.803571,0.140625,0.890625,1,1,1,0.517857,0,0.125,0.65625,0.65625,0.875,0.678571
824,0.015625,0.5625,0.96875,0.96875,0.578125,0.0178571,0.421875,0.921875,0.25,0.25,0.90625,0.517857,0.734375,0.546875,0,0,0.609375,0.821429,0.75,0.5,0,0,0.546875,0.857143,0.75,0.5,0,0,0.609375,0.857143,0.75,0.59375,0,0,0.625,0.857143,0.75,0.5,0,0,0.625,0.857143,0.75,0.546875,0.5625,0.6875,0.625,0.857143,0.796875,0.59375,0.171875,0.984375,0.921875,0.857143,0.59375,0.875,0.109375,0.671875,1,0.732143,0.109375,0.90625,0.984375,1,1,0.482143,0,0.125,0.84375,0.84375,0.84375,0.785714
825,0,0.390625,0.828125,0.84375,0.46875,0,0.328125,0.984375,0.53125,0.546875,0.984375,0.5,0.671875,0.640625,0,0,0.5625,0.857143,0.75,0.578125,0,0,0.5,0.857143,0.75,0.59375,0,0,0.5,0.857143,0.75,0.578125,0,0,0.5,0.857143,0.75,0.546875,0,0,0.5,0.857143,0.75,0.515625,0.5,0.5,0.53125,0.857143,0.75,0.5625,0.265625,1,0.78125,0.857143,0.640625,0.765625,0,0.78125,1,0.732143,0.203125,0.953125,0.84375,0.890625,1,0.392857,0,0.34375,1,1,1,0.642857
826,0.015625,0.5625,0.921875,0.890625,0.453125,0,0.546875,0.953125,0.46875,0.578125,1,0.357143,0.84375,0.46875,0,0,0.734375,0.696429,0.875,0.5,0,0,0.625,0.714286,0.875,0.5,0,0,0.625,0.821429,0.875,0.5,0,0,0.625,0.857143,0.75,0.5,0,0,0.625,0.857143,0.75,0.5,0.625,0.671875,0.625,0.857143,0.75,0.625,0.25,1,0.90625,0.857143,0.59375,0.90625,0.125,0.703125,1,0.75,0.125,0.90625,0.984375,0.96875,1,0.535714,0,0.1875,0.90625,0.96875,0.90625,0.857143
827,0.578125,0.4375,0.578125,0.359375,0.578125,0.696429,0.5,0.421875,0.5,0.375,0.5,0.732143,0.578125,0.484375,0.59375,0.421875,0.5,0.75,0.171875,0.15625,0.171875,0.125,0.6875,0.785714,0.453125,0.75,0.75,0.390625,0.6875,0.714286,0.4375,0.5,0.5,0.5,0.578125,0.714286,0.296875,0.796875,0.25,0.359375,0.5625,0.714286,0.171875,0.84375,0.84375,0.203125,0.5,0.714286,0,0,0.625,0.140625,0.5,0.714286,0,0,0.71875,0.0625,0.5,0.785714,0,0.140625,0.796875,0,0.5,0.0892857,0.09375,0.03125,0.21875,0,0.34375,0
828,0.59375,0.578125,0.578125,0.46875,0.671875,0.785714,0.5,0.625,0.5,0.40625,0.59375,0.714286,0.578125,0.625,0.59375,0.515625,0.59375,0.714286,0.125,0.21875,0.203125,0.125,0.75,0.803571,0.34375,0.625,0.625,0.359375,0.65625,0.821429,0.46875,0.625,0.625,0.625,0.578125,0.714286,0.15625,0.828125,0.125,0.15625,0.546875,0.714286,0.109375,0.75,0.921875,0.234375,0.5,0.714286,0,0,0.625,0.15625,0.59375,0.714286,0,0,0.75,0.046875,0.625,0.803571,0,0.171875,0.765625,0,0.5625,0,0.03125,0,0,0,0.1875,0
829,0.515625,0.25,0.515625,0.25,0.5625,0.517857,0.453125,0.609375,0.53125,0.3125,0.515625,0.946429,0.484375,0.5625,0.5625,0.328125,0.53125,0.857143,0.40625,0.203125,0.375,0.140625,0.765625,0.803571,0.59375,0.671875,0.75,0.296875,0.875,0.785714,0.3125,0.375,0.34375,0.359375,0.53125,0.857143,0.53125,0.8125,0.375,0.421875,0.5625,0.857143,0.265625,0.84375,0.75,0.1875,0.625,0.857143,0,0,0.71875,0.140625,0.625,0.714286,0,0,0.765625,0.015625,0.65625,0.839286,0,0.125,0.765625,0,0.734375,0.0535714,0.0625,0.0625,0.0625,0,0.28125,0
830,0.515625,0.578125,0.53125,0.5,0.578125,0.946429,0,0.078125,0,0,0,0.892857,0.515625,0.4375,0.515625,0.328125,0,0.946429,0.140625,0.296875,0.296875,0.09375,0.859375,0.821429,0.234375,0.5,0.5,0.28125,0.296875,0.892857,0.546875,0.75,0.75,0.78125,0.453125,0.857143,0.203125,0.84375,0.234375,0.21875,0.46875,0.857143,0.109375,0.65625,0.96875,0.109375,0.09375,0.75,0,0,0.796875,0.046875,0.3125,0.714286,0,0.015625,0.921875,0,0.34375,0.696429,0,0.296875,0.6875,0.03125,0.515625,0,0,0,0,0,0,0
831,0.03125,0.21875,0.53125,0.1875,0.546875,0.392857,0.015625,0.484375,0.546875,0.4375,0.5,0.714286,0.0625,0.484375,0.78125,0.46875,0.375,0.714286,0.203125,0.140625,0.515625,0.21875,0.78125,0.571429,0.609375,0.96875,0.953125,0.328125,0.921875,0.553571,0.40625,0.5,0.5,0.640625,0.390625,0.714286,0.640625,0.765625,0.53125,0.65625,0.453125,0.714286,0.5,0.96875,0.90625,0.25,0.453125,0.714286,0.046875,0.09375,0.859375,0.25,0.40625,0.714286,0,0.109375,0.703125,0.296875,0.5625,0.625,0,0.515625,0.46875,0.359375,0.390625,0.0892857,0,0.28125,0.03125,0.09375,0.03125,0
